Fecha,Hora,Consumo (Wh),Precio (€/kWh),Coste por hora (€)
2019-01-17,1,71,0.085620909,0.006079084539
2019-01-17,2,43,0.077880153,0.003348846579
2019-01-17,3,31,0.073285641,0.002271854871
2019-01-17,4,34,0.070015755,0.00238053567
2019-01-17,5,42,0.071772191,0.003014432022
2019-01-17,6,393,0.078068616,0.03068096609
2019-01-17,7,352,0.084623467,0.02978746038
2019-01-17,8,430,0.083363669,0.03584637767
2019-01-17,9,202,0.082661508,0.01669762462
2019-01-17,10,40,0.082321793,0.00329287172
2019-01-17,11,358,0.081759267,0.02926981759
2019-01-17,12,124,0.148736449,0.01844331968
2019-01-17,13,151,0.148958303,0.02249270375
2019-01-17,14,575,0.147446746,0.08478187895
2019-01-17,15,34,0.147813136,0.005025646624
2019-01-17,16,35,0.149296143,0.005225365005
2019-01-17,17,27,0.15128686,0.00408474522
2019-01-17,18,29,0.15600232,0.00452406728
2019-01-17,19,1442,0.159037801,0.229332509
2019-01-17,20,715,0.156234898,0.1117079521
2019-01-17,21,389,0.155397332,0.06044956215
2019-01-17,22,680,0.086523974,0.05883630232
2019-01-17,23,823,0.086495759,0.07118600966
,,,,
2019-01-18,0,183,0.088147759,0.0161310399
2019-01-18,1,31,0.086338117,0.002676481627
2019-01-18,2,32,0.081110655,0.00259554096
2019-01-18,3,31,0.077614899,0.002406061869
2019-01-18,4,27,0.076669654,0.002070080658
2019-01-18,5,21,0.079868768,0.001677244128
2019-01-18,6,33,0.085172329,0.002810686857
2019-01-18,7,181,0.08996494,0.01628365414
2019-01-18,8,35,0.089727346,0.00314045711
2019-01-18,9,163,0.088992899,0.01450584254
2019-01-18,10,34,0.088849267,0.003020875078
2019-01-18,11,33,0.086812128,0.002864800224
2019-01-18,12,33,0.152466902,0.005031407766
2019-01-18,13,34,0.151446895,0.00514919443
2019-01-18,14,88,0.150567324,0.01324992451
2019-01-18,15,839,0.151825648,0.1273817187
2019-01-18,16,602,0.15281584,0.09199513568
2019-01-18,17,676,0.153906169,0.1040405702
2019-01-18,18,61,0.154970528,0.009453202208
2019-01-18,19,44,0.158606464,0.006978684416
2019-01-18,20,909,0.158184105,0.1437893514
2019-01-18,21,803,0.155441573,0.1248195831
2019-01-18,22,206,0.086840775,0.01788919965
2019-01-18,23,630,0.087309023,0.05500468449
,,,,
2019-01-19,0,164,0.090302153,0.01480955309
2019-01-19,1,33,0.088584189,0.002923278237
2019-01-19,2,32,0.083915823,0.002685306336
2019-01-19,3,32,0.07846189,0.00251078048
2019-01-19,4,29,0.074349418,0.002156133122
2019-01-19,5,21,0.075457023,0.001584597483
2019-01-19,6,33,0.07696353,0.00253979649
2019-01-19,7,32,0.082241783,0.002631737056
2019-01-19,8,71,0.084202465,0.005978375015
2019-01-19,9,494,0.087210708,0.04308208975
2019-01-19,10,356,0.086019123,0.03062280779
2019-01-19,11,82,0.085586723,0.007018111286
2019-01-19,12,4,0.152700676,6.11E-04
2019-01-19,13,39,0.149660266,0.005836750374
2019-01-19,14,1906,0.149875076,0.2856618949
2019-01-19,15,2154,0.147939223,0.3186610863
2019-01-19,16,1026,0.149460203,0.1533461683
2019-01-19,17,597,0.153126247,0.09141636946
2019-01-19,18,645,0.155659287,0.1004002401
2019-01-19,19,69,0.156854116,0.010822934
2019-01-19,20,144,0.153917732,0.02216415341
2019-01-19,21,248,0.153152096,0.03798171981
2019-01-19,22,1829,0.085193496,0.1558189042
2019-01-19,23,603,0.082800836,0.04992890411
,,,,
2019-01-20,0,274,0.086838026,0.02379361912
2019-01-20,1,56,0.083477383,0.004674733448
2019-01-20,2,46,0.080369374,0.003696991204
2019-01-20,3,52,0.07375198,0.00383510296
2019-01-20,4,44,0.070446392,0.003099641248
2019-01-20,5,42,0.070580248,0.002964370416
2019-01-20,6,48,0.070755415,0.00339625992
2019-01-20,7,291,0.07344647,0.02137292277
2019-01-20,8,123,0.072297234,0.008892559782
2019-01-20,9,326,0.082095503,0.02676313398
2019-01-20,10,857,0.085406629,0.07319348105
2019-01-20,11,760,0.084133294,0.06394130344
2019-01-20,12,784,0.151436968,0.1187265829
2019-01-20,13,89,0.14853423,0.01321954647
2019-01-20,14,56,0.143965313,0.008062057528
2019-01-20,15,107,0.140941384,0.01508072809
2019-01-20,16,489,0.143931052,0.07038228443
2019-01-20,17,574,0.153698843,0.08822313588
2019-01-20,18,287,0.156104202,0.04480190597
2019-01-20,19,94,0.158487902,0.01489786279
2019-01-20,20,541,0.158058352,0.08550956843
2019-01-20,21,1118,0.155772662,0.1741538361
2019-01-20,22,461,0.086375669,0.03981918341
2019-01-20,23,178,0.082513715,0.01468744127
,,,,
2019-01-21,0,47,0.074120283,0.003483653301
2019-01-21,1,41,0.071875399,0.002946891359
2019-01-21,2,41,0.070890695,0.002906518495
2019-01-21,3,39,0.070044742,0.002731744938
2019-01-21,4,41,0.069676755,0.002856746955
2019-01-21,5,42,0.071493398,0.003002722716
2019-01-21,6,346,0.083400606,0.02885660968
2019-01-21,7,277,0.087154474,0.0241417893
2019-01-21,8,94,0.08670753,0.00815050782
2019-01-21,9,167,0.087548125,0.01462053688
2019-01-21,10,36,0.086906683,0.003128640588
2019-01-21,11,38,0.085383637,0.003244578206
2019-01-21,12,38,0.152288256,0.005786953728
2019-01-21,13,38,0.15122681,0.00574661878
2019-01-21,14,643,0.150785127,0.09695483666
2019-01-21,15,850,0.151208044,0.1285268374
2019-01-21,16,20,0.151302733,0.00302605466
2019-01-21,17,2,0.153010167,3.06E-04
2019-01-21,18,71,0.155429763,0.01103551317
2019-01-21,19,114,0.158657992,0.01808701109
2019-01-21,20,566,0.160085517,0.09060840262
2019-01-21,21,757,0.156440614,0.1184255448
2019-01-21,22,574,0.086406588,0.04959738151
2019-01-21,23,604,0.084415396,0.05098689918
,,,,
2019-01-22,0,55,0.083280156,0.00458040858
2019-01-22,1,42,0.077035174,0.003235477308
2019-01-22,2,41,0.074848314,0.003068780874
2019-01-22,3,42,0.070625251,0.002966260542
2019-01-22,4,41,0.069846349,0.002863700309
2019-01-22,5,38,0.072265983,0.002746107354
2019-01-22,6,36,0.082311204,0.002963203344
2019-01-22,7,178,0.088302254,0.01571780121
2019-01-22,8,42,0.087408358,0.003671151036
2019-01-22,9,159,0.087715169,0.01394671187
2019-01-22,10,42,0.087122518,0.003659145756
2019-01-22,11,42,0.086189014,0.003619938588
2019-01-22,12,38,0.152350215,0.00578930817
2019-01-22,13,33,0.151261391,0.004991625903
2019-01-22,14,44,0.150011809,0.006600519596
2019-01-22,15,42,0.147062197,0.006176612274
2019-01-22,16,42,0.146775009,0.006164550378
2019-01-22,17,42,0.147811851,0.006208097742
2019-01-22,18,32,0.151863092,0.004859618944
2019-01-22,19,593,0.153669995,0.09112630703
2019-01-22,20,399,0.154955465,0.06182723054
2019-01-22,21,757,0.154259378,0.1167743491
2019-01-22,22,631,0.084416254,0.05326665627
2019-01-22,23,636,0.069929562,0.04447520143
,,,,
2019-01-23,0,43,0.06993761,0.00300731723
2019-01-23,1,41,0.069660318,0.002856073038
2019-01-23,2,38,0.068218305,0.00259229559
2019-01-23,3,32,0.067928203,0.002173702496
2019-01-23,4,41,0.067296715,0.002759165315
2019-01-23,5,41,0.067622339,0.002772515899
2019-01-23,6,45,0.068224578,0.00307010601
2019-01-23,7,193,0.08073845,0.01558252085
2019-01-23,8,32,0.082595321,0.002643050272
2019-01-23,9,152,0.082605408,0.01255602202
2019-01-23,10,49,0.082226787,0.004029112563
2019-01-23,11,40,0.082068315,0.0032827326
2019-01-23,12,40,0.148513341,0.00594053364
2019-01-23,13,30,0.147337754,0.00442013262
2019-01-23,14,97,0.142798485,0.01385145305
2019-01-23,15,38,0.141401356,0.005373251528
2019-01-23,16,36,0.142237423,0.005120547228
2019-01-23,17,35,0.146764051,0.005136741785
2019-01-23,18,53,0.150462606,0.007974518118
2019-01-23,19,136,0.151751368,0.02063818605
2019-01-23,20,619,0.153310563,0.0948992385
2019-01-23,21,1172,0.153801599,0.180255474
2019-01-23,22,995,0.084485973,0.08406354314
2019-01-23,23,119,0.069352321,0.008252926199
,,,,
2019-01-24,0,155,0.068631178,0.01063783259
2019-01-24,1,44,0.067763055,0.00298157442
2019-01-24,2,45,0.066764013,0.003004380585
2019-01-24,3,42,0.066242235,0.00278217387
2019-01-24,4,41,0.06638307,0.00272170587
2019-01-24,5,38,0.067120338,0.002550572844
2019-01-24,6,36,0.067687206,0.002436739416
2019-01-24,7,166,0.078109137,0.01296611674
2019-01-24,8,761,0.081856169,0.06229254461
2019-01-24,9,207,0.082559861,0.01708989123
2019-01-24,10,90,0.082434307,0.00741908763
2019-01-24,11,185,0.081646652,0.01510463062
2019-01-24,12,161,0.147422077,0.0237349544
2019-01-24,13,129,0.145846823,0.01881424017
2019-01-24,14,396,0.141223516,0.05592451234
2019-01-24,15,859,0.140065648,0.1203163916
2019-01-24,16,531,0.142473074,0.07565320229
2019-01-24,17,589,0.148488082,0.0874594803
2019-01-24,18,41,0.151715005,0.006220315205
2019-01-24,19,45,0.153645726,0.00691405767
2019-01-24,20,105,0.154623474,0.01623546477
2019-01-24,21,599,0.155106461,0.09290877014
2019-01-24,22,599,0.085700374,0.05133452403
